event_type,log_feature,volume,resource_type,severity_type
event_type 43,feature 283,4,resource_type 2,severity_type 1
event_type 20,feature 232,1,resource_type 8,severity_type 1
event_type 15,feature 193,3,resource_type 8,severity_type 1
event_type 11,feature 219,1,resource_type 2,severity_type 1
event_type 13,feature 222,1,resource_type 6,severity_type 1
event_type 20,feature 134,1,resource_type 2,severity_type 1
event_type 35,feature 135,1,resource_type 2,severity_type 1
event_type 15,feature 82,32,resource_type 8,severity_type 2
event_type 34,feature 235,5,resource_type 2,severity_type 2
event_type 19,feature 298,1,resource_type 5,severity_type 1
event_type 20,feature 82,4,resource_type 2,severity_type 1
event_type 11,feature 160,2,resource_type 2,severity_type 1
event_type 13,feature 68,2,resource_type 8,severity_type 1
event_type 35,feature 313,45,resource_type 2,severity_type 2
event_type 34,feature 232,9,resource_type 2,severity_type 2
event_type 35,feature 312,65,resource_type 2,severity_type 2
event_type 35,feature 307,1,resource_type 2,severity_type 1
event_type 11,feature 193,10,resource_type 8,severity_type 1
event_type 34,feature 227,1,resource_type 2,severity_type 2
event_type 34,feature 301,2,resource_type 2,severity_type 1
event_type 35,feature 228,1,resource_type 2,severity_type 2
event_type 12,feature 301,1,resource_type 2,severity_type 1
event_type 11,feature 70,1,resource_type 8,severity_type 1
event_type 20,feature 312,2,resource_type 2,severity_type 1
event_type 13,feature 273,1,resource_type 7,severity_type 1
event_type 35,feature 235,1,resource_type 2,severity_type 2
event_type 14,feature 54,1,resource_type 10,severity_type 1
event_type 11,feature 134,1,resource_type 7,severity_type 1
event_type 11,feature 273,1,resource_type 8,severity_type 1
event_type 35,feature 233,46,resource_type 2,severity_type 2
event_type 35,feature 312,3,resource_type 2,severity_type 2
event_type 34,feature 313,1,resource_type 2,severity_type 2
event_type 34,feature 235,1,resource_type 2,severity_type 2
event_type 34,feature 307,1,resource_type 2,severity_type 1
event_type 34,feature 232,2,resource_type 2,severity_type 2
event_type 34,feature 301,1,resource_type 2,severity_type 1
event_type 11,feature 55,8,resource_type 8,severity_type 1
event_type 11,feature 203,11,resource_type 8,severity_type 1
event_type 11,feature 134,1,resource_type 8,severity_type 1
event_type 34,feature 232,6,resource_type 2,severity_type 2
event_type 34,feature 232,3,resource_type 2,severity_type 2
event_type 34,feature 233,2,resource_type 2,severity_type 2
event_type 35,feature 230,2,resource_type 2,severity_type 2
event_type 15,feature 276,1,resource_type 8,severity_type 2
event_type 11,feature 68,1,resource_type 8,severity_type 1
event_type 35,feature 301,1,resource_type 2,severity_type 1
event_type 34,feature 233,1,resource_type 2,severity_type 2
event_type 34,feature 221,1,resource_type 2,severity_type 1
event_type 44,feature 291,22,resource_type 2,severity_type 1
event_type 15,feature 203,1,resource_type 8,severity_type 1
event_type 2,feature 43,1,resource_type 8,severity_type 1
event_type 42,feature 370,1,resource_type 2,severity_type 1
event_type 34,feature 232,1,resource_type 2,severity_type 2
event_type 35,feature 315,2,resource_type 2,severity_type 2
event_type 34,feature 235,57,resource_type 2,severity_type 2
event_type 35,feature 313,58,resource_type 2,severity_type 2
event_type 27,feature 383,1,resource_type 3,severity_type 1
event_type 13,feature 273,1,resource_type 8,severity_type 1
event_type 20,feature 202,4,resource_type 8,severity_type 1
event_type 34,feature 313,1,resource_type 2,severity_type 2
event_type 11,feature 204,1,resource_type 8,severity_type 1
event_type 23,feature 223,2,resource_type 8,severity_type 2
event_type 20,feature 219,2,resource_type 2,severity_type 1
event_type 20,feature 219,1,resource_type 2,severity_type 1
event_type 13,feature 170,5,resource_type 2,severity_type 1
event_type 15,feature 201,3,resource_type 2,severity_type 1
event_type 15,feature 80,7,resource_type 8,severity_type 1
event_type 11,feature 224,2,resource_type 7,severity_type 2
event_type 34,feature 310,30,resource_type 2,severity_type 2
event_type 35,feature 235,4,resource_type 2,severity_type 2
event_type 34,feature 358,1,resource_type 2,severity_type 1
event_type 15,feature 203,27,resource_type 8,severity_type 1
event_type 34,feature 312,2,resource_type 2,severity_type 2
event_type 35,feature 307,2,resource_type 2,severity_type 2
event_type 11,feature 68,1,resource_type 8,severity_type 1
event_type 38,feature 82,4,resource_type 2,severity_type 2
event_type 34,feature 228,2,resource_type 2,severity_type 2
event_type 42,feature 376,4,resource_type 2,severity_type 1
event_type 20,feature 163,2,resource_type 8,severity_type 1
event_type 22,feature 306,3,resource_type 7,severity_type 1
event_type 13,feature 68,3,resource_type 8,severity_type 1
event_type 23,feature 75,4,resource_type 7,severity_type 2
event_type 43,feature 134,1,resource_type 2,severity_type 1
event_type 15,feature 80,1,resource_type 8,severity_type 2
event_type 20,feature 202,4,resource_type 8,severity_type 1
event_type 35,feature 233,4,resource_type 2,severity_type 2
event_type 22,feature 222,2,resource_type 4,severity_type 1
event_type 15,feature 82,72,resource_type 8,severity_type 2
event_type 34,feature 233,1,resource_type 2,severity_type 2
event_type 11,feature 171,2,resource_type 5,severity_type 1
event_type 34,feature 234,54,resource_type 2,severity_type 2
event_type 54,feature 183,1,resource_type 8,severity_type 1
event_type 14,feature 273,2,resource_type 8,severity_type 1
event_type 11,feature 73,1,resource_type 8,severity_type 1
event_type 35,feature 314,1,resource_type 2,severity_type 2
event_type 20,feature 219,1,resource_type 2,severity_type 1
event_type 15,feature 82,20,resource_type 8,severity_type 2
event_type 11,feature 134,1,resource_type 2,severity_type 1
event_type 11,feature 203,14,resource_type 8,severity_type 1
event_type 11,feature 94,3,resource_type 2,severity_type 1
event_type 34,feature 232,2,resource_type 2,severity_type 2
event_type 22,feature 305,1,resource_type 7,severity_type 1
event_type 34,feature 219,1,resource_type 2,severity_type 1
event_type 35,feature 313,6,resource_type 2,severity_type 2
event_type 38,feature 317,9,resource_type 1,severity_type 1
event_type 34,feature 234,76,resource_type 2,severity_type 2
event_type 35,feature 227,2,resource_type 2,severity_type 2
event_type 36,feature 181,1,resource_type 8,severity_type 1
event_type 20,feature 367,2,resource_type 2,severity_type 1
event_type 13,feature 146,1,resource_type 4,severity_type 1
event_type 35,feature 233,1,resource_type 2,severity_type 2
event_type 35,feature 314,16,resource_type 2,severity_type 1
event_type 15,feature 82,2,resource_type 8,severity_type 1
event_type 34,feature 232,1,resource_type 2,severity_type 2
event_type 30,feature 133,1,resource_type 9,severity_type 1
event_type 42,feature 376,4,resource_type 2,severity_type 4
event_type 14,feature 345,1,resource_type 8,severity_type 1
event_type 34,feature 313,3,resource_type 2,severity_type 2
event_type 35,feature 312,4,resource_type 2,severity_type 2
event_type 15,feature 71,4,resource_type 8,severity_type 2
event_type 13,feature 306,2,resource_type 4,severity_type 1
event_type 11,feature 62,1,resource_type 8,severity_type 1
event_type 11,feature 190,2,resource_type 8,severity_type 1
event_type 11,feature 203,38,resource_type 8,severity_type 1
event_type 14,feature 345,1,resource_type 4,severity_type 1
event_type 13,feature 304,3,resource_type 8,severity_type 1
event_type 15,feature 82,83,resource_type 8,severity_type 1
event_type 11,feature 80,2,resource_type 2,severity_type 1
event_type 11,feature 54,4,resource_type 8,severity_type 1
event_type 35,feature 232,2,resource_type 2,severity_type 2
event_type 34,feature 307,4,resource_type 2,severity_type 2
event_type 54,feature 203,2,resource_type 8,severity_type 1
event_type 35,feature 232,7,resource_type 2,severity_type 2
event_type 34,feature 232,1,resource_type 2,severity_type 2
event_type 22,feature 306,1,resource_type 4,severity_type 1
event_type 23,feature 273,1,resource_type 8,severity_type 1
event_type 42,feature 283,34,resource_type 2,severity_type 1
event_type 15,feature 71,2,resource_type 8,severity_type 2
event_type 22,feature 114,1,resource_type 7,severity_type 2
event_type 43,feature 290,1,resource_type 2,severity_type 1
event_type 34,feature 308,1,resource_type 2,severity_type 2
event_type 34,feature 219,1,resource_type 2,severity_type 1
event_type 11,feature 171,5,resource_type 8,severity_type 1
event_type 11,feature 68,2,resource_type 8,severity_type 2
event_type 34,feature 227,1,resource_type 2,severity_type 2
event_type 11,feature 82,75,resource_type 8,severity_type 1
event_type 35,feature 312,1,resource_type 8,severity_type 2
event_type 11,feature 345,1,resource_type 6,severity_type 1
event_type 13,feature 68,1,resource_type 4,severity_type 1
event_type 22,feature 54,2,resource_type 6,severity_type 1
event_type 54,feature 170,8,resource_type 8,severity_type 1
event_type 11,feature 54,2,resource_type 8,severity_type 1
event_type 34,feature 307,2,resource_type 2,severity_type 2
event_type 18,feature 345,1,resource_type 10,severity_type 1
event_type 44,feature 376,21,resource_type 2,severity_type 1
event_type 15,feature 82,5,resource_type 8,severity_type 2
event_type 15,feature 82,16,resource_type 8,severity_type 2
event_type 34,feature 313,1,resource_type 2,severity_type 2
event_type 34,feature 232,8,resource_type 2,severity_type 2
event_type 23,feature 54,2,resource_type 4,severity_type 2
event_type 35,feature 307,1,resource_type 2,severity_type 2
event_type 13,feature 219,1,resource_type 8,severity_type 1
event_type 11,feature 170,1,resource_type 4,severity_type 2
event_type 50,feature 134,1,resource_type 2,severity_type 1
event_type 34,feature 227,1,resource_type 2,severity_type 2
event_type 35,feature 313,28,resource_type 2,severity_type 2
event_type 20,feature 295,1,resource_type 8,severity_type 1
event_type 13,feature 170,1,resource_type 6,severity_type 1
event_type 54,feature 82,22,resource_type 2,severity_type 1
event_type 11,feature 203,6,resource_type 8,severity_type 1
event_type 34,feature 312,1,resource_type 2,severity_type 2
event_type 11,feature 71,12,resource_type 8,severity_type 1
event_type 34,feature 181,1,resource_type 8,severity_type 1
event_type 15,feature 203,2,resource_type 8,severity_type 2
event_type 20,feature 219,2,resource_type 9,severity_type 1
event_type 34,feature 315,3,resource_type 2,severity_type 2
event_type 11,feature 307,1,resource_type 2,severity_type 1
event_type 44,feature 368,6,resource_type 2,severity_type 1
event_type 54,feature 71,5,resource_type 8,severity_type 1
event_type 22,feature 273,2,resource_type 8,severity_type 1
event_type 11,feature 345,1,resource_type 7,severity_type 1
event_type 10,feature 127,2,resource_type 9,severity_type 1
event_type 35,feature 233,58,resource_type 2,severity_type 2
event_type 23,feature 223,3,resource_type 7,severity_type 1
event_type 11,feature 86,1,resource_type 8,severity_type 1
event_type 11,feature 54,2,resource_type 1,severity_type 1
event_type 35,feature 307,1,resource_type 2,severity_type 2
event_type 15,feature 201,2,resource_type 8,severity_type 2
event_type 11,feature 163,1,resource_type 4,severity_type 1
event_type 18,feature 273,1,resource_type 4,severity_type 1
event_type 34,feature 312,2,resource_type 2,severity_type 2
event_type 35,feature 232,7,resource_type 2,severity_type 2
event_type 26,feature 71,2,resource_type 9,severity_type 2
event_type 34,feature 313,3,resource_type 2,severity_type 2
event_type 11,feature 75,16,resource_type 8,severity_type 2
event_type 10,feature 153,8,resource_type 5,severity_type 1
event_type 54,feature 82,7,resource_type 2,severity_type 1
event_type 11,feature 222,2,resource_type 7,severity_type 1
event_type 11,feature 232,2,resource_type 2,severity_type 1
event_type 11,feature 71,1,resource_type 8,severity_type 1
event_type 34,feature 312,1,resource_type 2,severity_type 2
event_type 49,feature 376,9,resource_type 2,severity_type 1
event_type 11,feature 170,1,resource_type 8,severity_type 1
event_type 35,feature 313,7,resource_type 2,severity_type 2
event_type 20,feature 38,1,resource_type 3,severity_type 1
event_type 35,feature 233,1,resource_type 2,severity_type 2
event_type 34,feature 312,1,resource_type 2,severity_type 2
event_type 11,feature 313,1,resource_type 8,severity_type 1
event_type 13,feature 54,40,resource_type 4,severity_type 1
event_type 34,feature 307,1,resource_type 2,severity_type 1
event_type 35,feature 312,3,resource_type 2,severity_type 4
event_type 35,feature 236,1,resource_type 2,severity_type 2
event_type 34,feature 312,2,resource_type 2,severity_type 1
event_type 54,feature 203,2,resource_type 2,severity_type 1
event_type 20,feature 219,1,resource_type 2,severity_type 1
event_type 54,feature 193,2,resource_type 8,severity_type 1
event_type 35,feature 219,1,resource_type 2,severity_type 1
event_type 23,feature 306,3,resource_type 7,severity_type 2
event_type 35,feature 160,2,resource_type 8,severity_type 1
event_type 35,feature 134,1,resource_type 2,severity_type 1
event_type 23,feature 305,2,resource_type 8,severity_type 2
event_type 34,feature 314,1,resource_type 2,severity_type 2
