id,event_type,log_feature,volume,resource_type,severity_type
13193,event_type 35,feature 313,1,resource_type 2,severity_type 2
17173,event_type 14,feature 273,2,resource_type 4,severity_type 1
13650,event_type 11,feature 171,3,resource_type 8,severity_type 1
5982,event_type 54,feature 219,1,resource_type 8,severity_type 1
5249,event_type 15,feature 80,2,resource_type 8,severity_type 2
18412,event_type 26,feature 134,1,resource_type 9,severity_type 1
14164,event_type 35,feature 312,16,resource_type 2,severity_type 2
11788,event_type 18,feature 323,1,resource_type 10,severity_type 1
3173,event_type 11,feature 82,20,resource_type 8,severity_type 1
6239,event_type 34,feature 312,3,resource_type 2,severity_type 2
11570,event_type 44,feature 376,10,resource_type 2,severity_type 1
618,event_type 35,feature 313,80,resource_type 2,severity_type 2
13215,event_type 11,feature 345,2,resource_type 10,severity_type 1
11205,event_type 44,feature 290,1,resource_type 2,severity_type 2
5009,event_type 18,feature 179,1,resource_type 8,severity_type 1
12393,event_type 22,feature 222,1,resource_type 8,severity_type 2
5721,event_type 35,feature 315,10,resource_type 2,severity_type 2
18358,event_type 29,feature 217,1,resource_type 9,severity_type 1
10923,event_type 35,feature 234,1,resource_type 2,severity_type 2
4126,event_type 15,feature 80,5,resource_type 8,severity_type 2
13427,event_type 21,feature 135,1,resource_type 2,severity_type 1
6002,event_type 35,feature 309,19,resource_type 2,severity_type 2
4566,event_type 14,feature 163,2,resource_type 8,severity_type 1
12675,event_type 11,feature 203,2,resource_type 8,severity_type 1
88,event_type 34,feature 232,5,resource_type 2,severity_type 2
9297,event_type 35,feature 227,2,resource_type 2,severity_type 2
11637,event_type 34,feature 312,3,resource_type 8,severity_type 1
10280,event_type 35,feature 44,3,resource_type 8,severity_type 1
11709,event_type 44,feature 290,17,resource_type 2,severity_type 1
12913,event_type 42,feature 289,1,resource_type 2,severity_type 1
6801,event_type 15,feature 203,7,resource_type 8,severity_type 1
6885,event_type 10,feature 153,2,resource_type 3,severity_type 1
4974,event_type 11,feature 360,1,resource_type 2,severity_type 1
11401,event_type 20,feature 301,2,resource_type 2,severity_type 1
9251,event_type 34,feature 278,1,resource_type 8,severity_type 1
5138,event_type 23,feature 239,2,resource_type 2,severity_type 1
15688,event_type 11,feature 54,9,resource_type 8,severity_type 1
7942,event_type 35,feature 235,2,resource_type 2,severity_type 2
9604,event_type 35,feature 301,3,resource_type 2,severity_type 4
17923,event_type 11,feature 182,1,resource_type 8,severity_type 1
4177,event_type 15,feature 203,32,resource_type 8,severity_type 1
13307,event_type 15,feature 198,2,resource_type 1,severity_type 1
23,event_type 35,feature 227,1,resource_type 2,severity_type 2
17970,event_type 35,feature 219,1,resource_type 2,severity_type 1
5063,event_type 22,feature 305,5,resource_type 2,severity_type 4
4266,event_type 23,feature 134,2,resource_type 2,severity_type 1
6168,event_type 11,feature 273,1,resource_type 6,severity_type 1
12759,event_type 34,feature 232,13,resource_type 2,severity_type 2
139,event_type 34,feature 312,3,resource_type 2,severity_type 2
3700,event_type 11,feature 222,1,resource_type 8,severity_type 1
3645,event_type 34,feature 314,1,resource_type 2,severity_type 2
4566,event_type 14,feature 47,2,resource_type 8,severity_type 1
6198,event_type 11,feature 8,1,resource_type 1,severity_type 1
13700,event_type 11,feature 222,1,resource_type 8,severity_type 2
8981,event_type 20,feature 288,1,resource_type 2,severity_type 1
14985,event_type 13,feature 54,1,resource_type 6,severity_type 1
15028,event_type 11,feature 273,2,resource_type 8,severity_type 1
17246,event_type 34,feature 160,2,resource_type 2,severity_type 1
9330,event_type 11,feature 82,13,resource_type 8,severity_type 1
777,event_type 30,feature 195,6,resource_type 9,severity_type 1
13786,event_type 20,feature 21,3,resource_type 8,severity_type 1
8806,event_type 15,feature 82,20,resource_type 8,severity_type 1
17858,event_type 35,feature 229,39,resource_type 2,severity_type 2
10421,event_type 35,feature 315,228,resource_type 2,severity_type 2
2977,event_type 23,feature 170,4,resource_type 10,severity_type 1
7229,event_type 35,feature 313,2,resource_type 2,severity_type 2
16303,event_type 11,feature 191,3,resource_type 8,severity_type 2
13006,event_type 35,feature 312,2,resource_type 2,severity_type 4
1941,event_type 15,feature 71,1,resource_type 8,severity_type 2
13996,event_type 11,feature 301,1,resource_type 8,severity_type 1
1586,event_type 11,feature 82,17,resource_type 8,severity_type 1
9653,event_type 11,feature 71,6,resource_type 8,severity_type 1
13801,event_type 34,feature 308,3,resource_type 2,severity_type 2
11418,event_type 34,feature 232,52,resource_type 2,severity_type 2
4425,event_type 34,feature 313,5,resource_type 8,severity_type 2
2055,event_type 18,feature 170,3,resource_type 8,severity_type 1
7926,event_type 34,feature 307,1,resource_type 2,severity_type 2
17821,event_type 13,feature 68,1,resource_type 8,severity_type 1
13623,event_type 35,feature 134,1,resource_type 2,severity_type 1
8620,event_type 15,feature 193,14,resource_type 8,severity_type 1
9376,event_type 20,feature 230,1,resource_type 2,severity_type 1
13215,event_type 11,feature 345,2,resource_type 6,severity_type 1
10894,event_type 35,feature 233,2,resource_type 2,severity_type 2
14311,event_type 54,feature 223,1,resource_type 7,severity_type 2
9784,event_type 35,feature 235,2,resource_type 2,severity_type 2
11581,event_type 15,feature 80,7,resource_type 8,severity_type 1
17094,event_type 35,feature 315,1,resource_type 2,severity_type 4
1675,event_type 34,feature 235,258,resource_type 2,severity_type 2
18412,event_type 29,feature 349,1,resource_type 9,severity_type 1
18498,event_type 42,feature 368,4,resource_type 2,severity_type 1
6518,event_type 20,feature 301,1,resource_type 2,severity_type 1
17344,event_type 14,feature 163,4,resource_type 8,severity_type 1
5063,event_type 23,feature 305,5,resource_type 2,severity_type 4
2503,event_type 34,feature 235,1,resource_type 2,severity_type 2
13952,event_type 54,feature 80,2,resource_type 8,severity_type 2
2144,event_type 34,feature 312,1,resource_type 2,severity_type 2
13905,event_type 34,feature 232,2,resource_type 2,severity_type 2
8668,event_type 11,feature 273,2,resource_type 8,severity_type 1
11700,event_type 13,feature 345,1,resource_type 8,severity_type 1
16615,event_type 35,feature 227,1,resource_type 2,severity_type 2
740,event_type 34,feature 307,1,resource_type 2,severity_type 2
15181,event_type 11,feature 35,1,resource_type 9,severity_type 1
13041,event_type 11,feature 55,2,resource_type 8,severity_type 2
10343,event_type 34,feature 315,226,resource_type 2,severity_type 2
11130,event_type 11,feature 68,4,resource_type 8,severity_type 1
3394,event_type 34,feature 313,3,resource_type 2,severity_type 2
6303,event_type 34,feature 309,24,resource_type 2,severity_type 2
8390,event_type 11,feature 54,1,resource_type 8,severity_type 1
5607,event_type 22,feature 197,1,resource_type 7,severity_type 4
9580,event_type 11,feature 273,1,resource_type 8,severity_type 1
9787,event_type 14,feature 273,2,resource_type 6,severity_type 1
5908,event_type 23,feature 170,1,resource_type 8,severity_type 1
17207,event_type 35,feature 232,41,resource_type 2,severity_type 2
8022,event_type 14,feature 170,1,resource_type 8,severity_type 2
11381,event_type 34,feature 233,2,resource_type 2,severity_type 2
6319,event_type 11,feature 109,2,resource_type 8,severity_type 2
12183,event_type 34,feature 235,3,resource_type 2,severity_type 2
10838,event_type 11,feature 54,5,resource_type 8,severity_type 1
11038,event_type 35,feature 314,1,resource_type 2,severity_type 2
13406,event_type 14,feature 47,3,resource_type 2,severity_type 1
17857,event_type 11,feature 229,7,resource_type 8,severity_type 1
2588,event_type 15,feature 82,9,resource_type 8,severity_type 1
14718,event_type 11,feature 273,2,resource_type 6,severity_type 1
13842,event_type 11,feature 156,1,resource_type 8,severity_type 1
13836,event_type 34,feature 221,1,resource_type 2,severity_type 2
4629,event_type 15,feature 193,2,resource_type 8,severity_type 1
499,event_type 44,feature 283,10,resource_type 2,severity_type 1
5889,event_type 11,feature 47,3,resource_type 8,severity_type 1
2987,event_type 34,feature 312,38,resource_type 2,severity_type 2
12383,event_type 11,feature 179,4,resource_type 8,severity_type 1
3571,event_type 11,feature 196,2,resource_type 8,severity_type 1
13880,event_type 11,feature 273,3,resource_type 8,severity_type 1
17417,event_type 34,feature 312,46,resource_type 2,severity_type 2
2954,event_type 11,feature 345,8,resource_type 7,severity_type 1
7182,event_type 34,feature 312,16,resource_type 2,severity_type 2
2305,event_type 54,feature 276,1,resource_type 3,severity_type 1
9738,event_type 28,feature 127,1,resource_type 3,severity_type 1
17493,event_type 11,feature 68,2,resource_type 6,severity_type 1
6999,event_type 35,feature 235,12,resource_type 2,severity_type 2
5061,event_type 35,feature 134,3,resource_type 2,severity_type 1
2377,event_type 15,feature 71,5,resource_type 8,severity_type 1
2113,event_type 35,feature 134,1,resource_type 2,severity_type 1
15142,event_type 35,feature 313,2,resource_type 2,severity_type 2
8987,event_type 11,feature 78,1,resource_type 8,severity_type 2
12817,event_type 35,feature 232,1,resource_type 2,severity_type 2
3745,event_type 34,feature 307,3,resource_type 2,severity_type 1
13791,event_type 35,feature 315,6,resource_type 2,severity_type 2
8162,event_type 18,feature 273,1,resource_type 10,severity_type 1
5039,event_type 35,feature 312,4,resource_type 2,severity_type 2
7975,event_type 34,feature 235,1,resource_type 2,severity_type 2
16446,event_type 35,feature 312,20,resource_type 2,severity_type 2
4266,event_type 11,feature 318,4,resource_type 6,severity_type 1
3700,event_type 14,feature 273,1,resource_type 6,severity_type 1
3742,event_type 23,feature 219,1,resource_type 4,severity_type 1
1971,event_type 54,feature 212,4,resource_type 3,severity_type 1
5063,event_type 54,feature 362,2,resource_type 2,severity_type 4
6789,event_type 35,feature 312,1,resource_type 2,severity_type 2
15878,event_type 11,feature 54,1,resource_type 4,severity_type 4
2258,event_type 11,feature 68,1,resource_type 8,severity_type 1
1864,event_type 15,feature 193,10,resource_type 8,severity_type 1
6614,event_type 35,feature 316,2,resource_type 2,severity_type 2
6887,event_type 20,feature 103,1,resource_type 2,severity_type 1
345,event_type 44,feature 375,5,resource_type 2,severity_type 1
8892,event_type 35,feature 312,2,resource_type 2,severity_type 2
5483,event_type 34,feature 312,1,resource_type 2,severity_type 2
4558,event_type 35,feature 312,4,resource_type 2,severity_type 2
17175,event_type 34,feature 227,2,resource_type 2,severity_type 2
12174,event_type 34,feature 232,2,resource_type 2,severity_type 2
4271,event_type 15,feature 82,20,resource_type 2,severity_type 1
5923,event_type 11,feature 54,5,resource_type 8,severity_type 1
10299,event_type 34,feature 227,1,resource_type 2,severity_type 1
3812,event_type 34,feature 315,3,resource_type 2,severity_type 2
11310,event_type 35,feature 233,1,resource_type 2,severity_type 2
3167,event_type 11,feature 273,1,resource_type 6,severity_type 1
2684,event_type 35,feature 310,1,resource_type 2,severity_type 2
734,event_type 34,feature 315,1,resource_type 2,severity_type 2
3742,event_type 22,feature 134,1,resource_type 2,severity_type 1
7126,event_type 15,feature 201,1,resource_type 2,severity_type 1
14861,event_type 35,feature 232,3,resource_type 2,severity_type 2
11018,event_type 35,feature 314,36,resource_type 2,severity_type 2
10655,event_type 20,feature 219,1,resource_type 2,severity_type 1
6633,event_type 28,feature 127,2,resource_type 3,severity_type 1
12597,event_type 23,feature 75,4,resource_type 7,severity_type 2
12903,event_type 34,feature 134,2,resource_type 8,severity_type 1
14430,event_type 34,feature 313,1,resource_type 2,severity_type 2
7198,event_type 11,feature 163,3,resource_type 8,severity_type 1
11608,event_type 13,feature 273,2,resource_type 6,severity_type 1
7070,event_type 11,feature 182,1,resource_type 8,severity_type 1
17267,event_type 10,feature 218,2,resource_type 9,severity_type 1
13682,event_type 34,feature 233,3,resource_type 2,severity_type 2
2305,event_type 54,feature 150,1,resource_type 9,severity_type 1
17661,event_type 15,feature 203,12,resource_type 8,severity_type 1
17061,event_type 10,feature 38,1,resource_type 3,severity_type 1
17246,event_type 34,feature 160,2,resource_type 8,severity_type 1
360,event_type 15,feature 82,8,resource_type 8,severity_type 2
3859,event_type 34,feature 277,1,resource_type 2,severity_type 1
5630,event_type 20,feature 134,8,resource_type 2,severity_type 1
4582,event_type 11,feature 273,2,resource_type 4,severity_type 1
5353,event_type 15,feature 193,3,resource_type 8,severity_type 1
9705,event_type 34,feature 315,1,resource_type 2,severity_type 2
13596,event_type 6,feature 171,3,resource_type 9,severity_type 1
2144,event_type 34,feature 233,1,resource_type 2,severity_type 2
18054,event_type 34,feature 227,2,resource_type 2,severity_type 2
10351,event_type 44,feature 291,51,resource_type 2,severity_type 1
8142,event_type 15,feature 193,2,resource_type 8,severity_type 1
11586,event_type 14,feature 163,1,resource_type 4,severity_type 4
17080,event_type 20,feature 219,1,resource_type 2,severity_type 1
2977,event_type 23,feature 222,4,resource_type 10,severity_type 1
9327,event_type 35,feature 307,1,resource_type 2,severity_type 2
17262,event_type 44,feature 368,1,resource_type 2,severity_type 1
11563,event_type 35,feature 315,2,resource_type 2,severity_type 2
12735,event_type 13,feature 68,4,resource_type 8,severity_type 1
